contig_id,cluster_id
k141_630,21
k141_2745,8
k141_31104,10
k141_24590,20
k141_50705,0
k141_13708,9
k141_37675,19
k141_2746,21
k141_7137,17
k141_24591,17
k141_634,17
k141_9181,2
k141_17864,21
k141_22378,10
k141_4887,19
k141_42041,11
k141_35476,21
k141_635,10
k141_48525,2
k141_33301,9
k141_9182,9
k141_26745,6
k141_42042,6
k141_31108,20
k141_28942,9
k141_44233,6
k141_638,20
k141_13715,8
k141_37681,21
k141_39830,19
k141_22381,18
k141_15889,21
k141_26747,6
k141_20173,6
k141_44235,17
k141_11510,10
k141_46371,9
k141_31115,21
k141_4890,9
k141_24598,8
k141_641,20
k141_7149,7
k141_15892,20
k141_46373,21
k141_42050,6
k141_33309,2
k141_2759,19
k141_35486,10
k141_9185,11
k141_48539,9
k141_37684,19
k141_20177,8
k141_22390,21
k141_24602,17
k141_646,20
k141_46377,21
k141_7154,2
k141_39840,9
k141_15896,20
k141_24605,6
k141_31123,6
k141_50729,20
k141_39841,10
k141_11520,9
k141_26756,8
k141_37687,10
k141_2763,20
k141_9188,21
k141_4893,9
k141_44246,9
k141_28957,10
k141_22398,6
k141_11522,6
k141_31124,17
k141_24606,20
k141_50731,9
k141_17875,9
k141_15902,21
k141_42054,9
k141_4894,21
k141_28958,10
k141_33319,11
k141_20187,9
k141_9191,8
k141_50734,20
k141_22401,8
k141_37690,10
k141_13739,9
k141_15905,8
k141_50735,20
k141_48559,21
k141_35505,20
k141_9192,10
k141_26765,20
k141_13741,17
k141_28962,17
k141_24617,10
k141_31131,19
k141_42060,0
k141_48560,0
k141_17880,10
k141_665,21
k141_37692,11
k141_31132,10
k141_28963,10
k141_35508,20
k141_44257,9
k141_9195,10
k141_20194,19
k141_2774,10
k141_26766,17
k141_33329,19
k141_22409,0
k141_37695,21
k141_11532,20
k141_50738,10
k141_46397,20
k141_39857,9
k141_9198,20
k141_22410,9
k141_35513,10
k141_7173,8
k141_15919,21
k141_39858,20
k141_9199,10
k141_44260,20
k141_31135,9
k141_2781,20
k141_37701,10
k141_20200,6
k141_42072,0
k141_13758,21
k141_50746,6
k141_4906,9
k141_24631,21
k141_35519,9
k141_22418,19
k141_48577,9
k141_20203,20
k141_7181,21
k141_15927,10
k141_37702,10
k141_33340,11
k141_685,20
k141_17894,2
k141_46408,10
k141_26782,17
k141_20207,8
k141_39869,0
k141_50752,9
k141_42082,9
k141_35525,10
k141_9211,17
k141_22424,0
k141_7185,0
k141_33343,9
k141_28986,20
k141_37708,8
k141_24638,9
k141_15932,20
k141_22425,6
k141_46409,11
k141_20211,8
k141_9214,19
k141_48584,6
k141_7187,10
k141_26788,20
k141_24639,10
k141_50756,19
k141_28990,6
k141_15934,6
k141_42087,6
k141_33349,20
k141_48585,9
k141_46411,10
k141_26789,10
k141_17902,10
k141_31139,11
k141_42088,21
k141_11564,21
k141_701,0
k141_39881,21
k141_7195,20
k141_35532,21
k141_50759,6
k141_2802,20
k141_13776,20
k141_4913,9
k141_22435,9
k141_48590,2
k141_44269,17
k141_20218,6
k141_24640,11
k141_26791,20
k141_35533,19
k141_42091,8
k141_37721,9
k141_9224,17
k141_22436,6
k141_15945,10
k141_13778,5
k141_31149,8
k141_2804,21
k141_50765,10
k141_20220,10
k141_26793,0
k141_33355,17
k141_29001,9
k141_13780,21
k141_7202,9
k141_46421,17
k141_709,9
k141_22442,19
k141_29002,21
k141_48597,2
k141_4922,10
k141_50769,10
k141_20226,20
k141_37728,6
k141_11577,10
k141_24653,17
k141_39894,6
k141_35545,2
k141_13784,20
k141_31154,20
k141_33360,10
k141_44275,2
k141_50770,6
k141_29008,17
k141_2811,6
k141_22449,10
k141_26802,0
k141_31157,9
k141_13788,6
k141_4928,21
k141_46423,10
k141_15960,10
k141_7209,10
k141_24660,9
k141_9239,21
k141_13789,0
k141_31160,17
k141_48606,21
k141_37732,10
k141_46426,10
k141_9240,20
k141_29011,8
k141_39904,17
k141_35556,6
k141_33370,10
k141_31163,0
k141_50778,10
k141_7215,10
k141_29012,19
k141_2820,10
k141_48611,9
k141_42118,6
k141_24666,6
k141_20241,20
k141_17930,17
k141_7216,17
k141_26812,9
k141_730,8
k141_44282,9
k141_50784,6
k141_39910,21
k141_11596,17
k141_37736,10
k141_26814,20
k141_9247,2
k141_24670,21
k141_31167,17
k141_7219,19
k141_44283,10
k141_734,6
k141_33382,2
k141_2828,6
k141_13807,8
k141_33383,10
k141_735,2
k141_24672,21
k141_20250,19
k141_9253,20
k141_15979,8
k141_48622,19
k141_26818,21
k141_35570,6
k141_29025,10
k141_7223,4
k141_37744,20
k141_13811,17
k141_24673,19
k141_9254,21
k141_739,20
k141_33388,21
k141_20253,0
k141_11599,21
k141_29026,21
k141_31171,2
k141_39922,6
k141_17936,10
k141_22479,19
k141_20254,20
k141_29029,5
k141_50797,20
k141_39923,19
k141_15986,17
k141_46447,11
k141_35572,20
k141_7230,9
k141_42143,21
k141_9258,17
k141_22481,6
k141_11608,10
k141_33395,11
k141_20259,10
k141_24676,9
k141_31180,20
k141_13822,21
k141_39927,8
k141_50800,11
k141_46450,21
k141_26828,19
k141_11609,9
k141_751,5
k141_42145,8
k141_13823,2
k141_4964,10
k141_2844,10
k141_33399,21
k141_20261,10
k141_9264,19
k141_26830,10
k141_24677,11
k141_7237,10
k141_755,9
k141_4966,19
k141_17944,20
k141_37763,10
k141_20262,10
k141_29042,19
k141_13827,20
k141_50807,19
k141_31189,20
k141_757,10
k141_24682,9
k141_9266,9
k141_33401,10
k141_16002,20
k141_2850,21
k141_11614,11
k141_50808,10
k141_4969,10
k141_48639,11
k141_13830,8
k141_22487,20
k141_35588,17
k141_7243,10
k141_37770,9
k141_17949,21
k141_29046,21
k141_4971,2
k141_46460,19
k141_26833,9
k141_20270,10
k141_35589,10
k141_42156,10
k141_24687,10
k141_37773,21
k141_2858,20
k141_20272,19
k141_48646,9
k141_42157,9
k141_4976,2
k141_22495,21
k141_7247,19
k141_16014,6
k141_46466,9
k141_37775,8
k141_9277,19
k141_50817,21
k141_771,20
k141_13843,21
k141_44324,17
k141_46467,19
k141_50818,0
k141_37776,21
k141_9279,10
k141_42159,20
k141_24691,21
k141_33418,10
k141_48649,10
k141_772,9
k141_17957,9
k141_22500,17
k141_16020,10
k141_46468,17
k141_13844,10
k141_2863,20
k141_20278,10
k141_4984,20
k141_16021,0
k141_11637,0
k141_39945,9
k141_42164,10
k141_26849,10
k141_2865,10
k141_46472,10
k141_48654,9
k141_776,10
k141_13847,19
k141_46473,10
k141_29056,10
k141_44328,21
k141_7261,20
k141_37780,2
k141_26852,20
k141_9288,8
k141_31212,11
k141_24699,10
k141_22508,21
k141_13850,20
k141_33427,10
k141_2868,20
k141_46476,8
k141_31213,8
k141_35609,20
k141_33428,6
k141_9290,20
k141_26853,10
k141_44330,10
k141_24702,17
k141_46478,6
k141_22510,20
k141_42173,21
k141_13855,21
k141_31214,9
k141_50840,9
k141_29065,21
k141_2872,20
k141_9294,0
k141_37791,0
k141_22513,2
k141_26857,0
k141_35615,19
k141_31215,9
k141_16039,0
k141_39965,6
k141_7272,8
k141_42180,9
k141_2876,19
k141_44334,19
k141_37795,20
k141_798,10
k141_50843,11
k141_26859,20
k141_7276,21
k141_39968,10
k141_11659,0
k141_22520,19
k141_35622,10
k141_20300,20
k141_29074,6
k141_799,19
k141_26861,7
k141_48674,19
k141_39972,6
k141_802,0
k141_2878,20
k141_26864,5
k141_9304,6
k141_2879,9
k141_48677,19
k141_803,20
k141_20305,20
k141_42191,10
k141_26866,8
k141_2881,19
k141_7287,2
k141_13878,21
k141_806,9
k141_22527,18
k141_46498,9
k141_24729,11
k141_5018,11
k141_807,20
k141_31239,10
k141_37814,10
k141_2883,9
k141_42196,6
k141_9309,19
k141_50859,21
k141_33457,8
k141_48684,6
k141_29082,8
k141_11674,10
k141_16062,17
k141_26872,10
k141_5020,9
k141_50860,19
k141_17981,10
k141_37815,9
k141_811,19
k141_24736,21
k141_7295,20
k141_5022,21
k141_42200,17
k141_35643,17
k141_31243,10
k141_39989,8
k141_20311,21
k141_22535,10
k141_29084,21
k141_2892,19
k141_46506,17
k141_24737,10
k141_42204,21
k141_7298,2
k141_11686,10
k141_20317,21
k141_35651,20
k141_9322,8
k141_22539,10
k141_825,10
k141_7299,10
k141_31252,20
k141_16077,20
k141_50867,11
k141_2898,9
k141_20319,9
k141_13903,8
k141_48699,2
k141_5033,19
k141_9323,19
k141_33477,20
k141_37831,19
k141_16079,10
k141_2899,19
k141_7302,20
k141_31253,10
k141_20322,9
k141_17987,19
k141_13907,21
k141_37834,8
k141_40003,8
k141_16082,9
k141_29097,6
k141_11695,10
k141_48705,10
k141_2902,10
k141_5034,11
k141_31256,0
k141_42217,6
k141_13909,10
k141_9331,10
k141_26895,20
k141_11696,10
k141_40006,8
k141_46526,6
k141_50877,20
k141_37837,10
k141_20327,10
k141_5036,9
k141_42219,10
k141_2906,9
k141_46528,9
k141_35670,21
k141_33479,17
k141_44366,21
k141_29102,17
k141_5037,21
k141_11697,10
k141_26901,19
k141_37843,5
k141_42224,6
k141_22560,20
k141_834,10
k141_48714,8
k141_2911,0
k141_20337,10
k141_17994,11
k141_42227,17
k141_40017,10
k141_9342,20
k141_836,21
k141_35675,9
k141_50886,8
k141_44369,21
k141_22563,10
k141_13917,11
k141_5039,11
k141_7305,11
k141_11704,17
k141_46536,19
k141_29104,11
k141_35676,19
k141_48719,9
k141_37850,19
k141_24780,10
k141_16099,21
k141_50890,0
k141_13920,21
k141_11706,10
k141_2919,20
k141_44371,20
k141_37853,20
k141_22567,9
k141_842,2
k141_42240,19
k141_11707,10
k141_20346,2
k141_2920,2
k141_7306,10
k141_33493,10
k141_48724,2
k141_18001,8
k141_22568,6
k141_24785,20
k141_40027,21
k141_5047,0
k141_13921,6
k141_846,2
k141_16108,20
k141_40028,0
k141_48727,21
k141_37856,21
k141_9358,8
k141_29117,8
k141_35691,20
k141_46547,9
k141_16111,21
k141_50899,21
k141_20352,20
k141_35692,10
k141_42244,5
k141_847,10
k141_9360,8
k141_44383,8
k141_33500,21
k141_24793,21
k141_5052,20
k141_2932,6
k141_31292,8
k141_9361,17
k141_37864,19
k141_26928,8
k141_50902,8
k141_44385,10
k141_16120,8
k141_48736,21
k141_22584,5
k141_20357,20
k141_11727,9
k141_29127,8
k141_9365,21
k141_5057,9
k141_22585,9
k141_18015,10
k141_24801,20
k141_16121,19
k141_50906,21
k141_20359,0
k141_33505,10
k141_22586,9
k141_35699,10
k141_31299,20
k141_24802,10
k141_48740,8
k141_40043,10
k141_11729,17
k141_29129,21
k141_42254,20
k141_37871,21
k141_7320,20
k141_26937,8
k141_44392,10
k141_20360,19
k141_31303,21
k141_35701,2
k141_26939,19
k141_33509,10
k141_16129,8
k141_868,6
k141_24808,21
k141_9374,9
k141_29135,10
k141_22594,8
k141_18022,9
k141_40050,21
k141_46568,19
k141_31307,20
k141_42261,21
k141_48746,9
k141_33512,6
k141_11734,10
k141_50920,9
k141_35706,20
k141_9377,19
k141_5073,6
k141_33513,0
k141_26947,21
k141_16135,9
k141_2957,10
k141_29141,8
k141_40051,11
k141_9379,17
k141_46576,20
k141_50924,10
k141_18027,11
k141_2958,6
k141_11739,0
k141_16138,20
k141_44407,19
k141_40052,20
k141_18030,20
k141_5079,17
k141_7329,20
k141_31315,10
k141_35718,21
k141_48751,20
k141_22605,2
k141_24822,19
k141_20377,10
k141_9387,8
k141_5082,10
k141_24823,8
k141_35720,10
k141_13963,21
k141_37896,19
k141_44409,11
k141_18032,17
k141_2965,10
k141_42278,2
k141_29154,19
k141_5084,19
k141_11748,8
k141_50927,11
k141_22610,10
k141_16147,6
k141_33530,9
k141_26959,10
k141_2967,8
k141_9388,9
k141_20385,9
k141_44411,21
k141_37899,11
k141_46582,10
k141_13964,8
k141_29156,10
k141_35728,10
k141_26960,10
k141_881,11
k141_7332,21
k141_48761,8
k141_16148,8
k141_18038,10
k141_29157,8
k141_20388,21
k141_882,19
k141_31331,2
k141_42283,21
k141_35729,10
k141_37903,8
k141_5091,6
k141_22616,9
k141_9395,9
k141_31332,9
k141_29159,6
k141_16150,21
k141_48763,20
k141_42287,10
k141_37906,8
k141_33540,10
k141_7334,17
k141_29160,10
k141_5095,17
k141_22617,20
k141_44422,0
k141_35736,18
k141_33543,10
k141_29165,8
k141_26973,10
k141_42293,9
k141_20400,21
k141_18048,21
k141_40083,10
k141_897,10
k141_42295,20
k141_26975,6
k141_11776,9
k141_9405,9
k141_48773,10
k141_18049,8
k141_20402,8
k141_31345,8
k141_44431,19
k141_26977,10
k141_33550,20
k141_9406,17
k141_24858,21
k141_901,21
k141_9407,8
k141_24860,9
k141_13993,6
k141_20408,20
k141_29178,19
k141_48781,10
k141_16173,19
k141_35751,2
k141_22638,9
k141_46616,2
k141_26983,20
k141_40094,20
k141_29181,17
k141_31354,10
k141_2999,19
k141_33561,12
k141_42307,20
k141_46617,21
k141_7346,20
k141_5115,21
k141_9417,10
k141_20414,10
k141_24867,6
k141_44443,17
k141_37933,10
k141_911,9
k141_14002,21
k141_16180,10
k141_7347,9
k141_33565,21
k141_26988,21
k141_22646,9
k141_20416,9
k141_913,11
k141_46622,19
k141_5121,17
k141_50968,20
k141_14005,0
k141_35759,10
k141_914,10
k141_3006,11
k141_44446,18
k141_24876,19
k141_11802,20
k141_20419,2
k141_48790,10
k141_5123,21
k141_9423,20
k141_7355,6
k141_33569,17
k141_18067,17
k141_46626,5
k141_40106,9
k141_35760,2
k141_24879,9
k141_9424,10
k141_44449,19
k141_5124,10
k141_40107,17
k141_48792,20
k141_11808,10
k141_37948,6
k141_16191,10
k141_24881,19
k141_42324,21
k141_29200,19
k141_20426,10
k141_14010,10
k141_27002,10
k141_924,21
k141_3018,21
k141_11810,2
k141_18071,21
k141_35768,6
k141_22665,20
k141_27004,6
k141_9432,0
k141_40109,11
k141_46636,17
k141_44456,10
k141_46637,0
k141_35772,6
k141_42334,8
k141_24890,20
k141_5129,8
k141_20433,8
k141_3027,10
k141_40112,20
k141_50990,21
k141_42336,0
k141_14020,17
k141_9440,21
k141_16209,10
k141_44463,21
k141_27016,0
k141_24891,20
k141_35776,9
k141_42339,2
k141_939,20
k141_37964,6
k141_48807,11
k141_24892,6
k141_40117,21
k141_940,5
k141_33593,9
k141_37967,17
k141_50998,2
k141_7382,10
k141_44467,9
k141_22686,21
k141_31389,10
k141_29222,21
k141_46651,20
k141_42347,17
k141_3037,8
k141_48813,21
k141_5136,21
k141_20452,2
k141_37971,21
k141_949,21
k141_51003,0
k141_27029,10
k141_9454,8
k141_29228,0
k141_16225,21
k141_24900,10
k141_35785,20
k141_37972,19
k141_44470,10
k141_20454,10
k141_29229,17
k141_40121,20
k141_3042,6
k141_31396,10
k141_48819,6
k141_14044,2
k141_18099,10
k141_51007,17
k141_27033,10
k141_42358,6
k141_9460,17
k141_11829,10
k141_33608,11
k141_40125,17
k141_955,19
k141_51008,9
k141_16229,20
k141_46662,8
k141_3046,19
k141_44475,10
k141_42360,9
k141_29234,4
k141_46664,19
k141_18101,9
k141_11832,20
k141_9463,21
k141_37981,17
k141_46665,6
k141_40129,20
k141_16233,17
k141_51011,18
k141_9466,17
k141_44478,9
k141_31404,21
k141_5142,8
k141_42362,10
k141_27041,9
k141_22710,9
k141_14059,21
k141_7401,10
k141_31407,17
k141_40132,9
k141_966,21
k141_33620,10
k141_37987,10
k141_48830,17
k141_35802,2
k141_14061,8
k141_5146,10
k141_24920,11
k141_7404,11
k141_29248,20
k141_35803,2
k141_27048,19
k141_48835,20
k141_42371,10
k141_3061,17
k141_33627,10
k141_29250,6
k141_20480,10
k141_27051,10
k141_40142,10
k141_5148,9
k141_14069,20
k141_37996,17
k141_46680,17
k141_11854,2
k141_33631,6
k141_29253,10
k141_24923,9
k141_5149,6
k141_14071,19
k141_31424,21
k141_33632,19
k141_37999,19
k141_22727,10
k141_20486,19
k141_982,19
k141_31425,10
k141_16257,21
k141_7408,11
k141_38001,19
k141_44497,9
k141_9484,11
k141_40149,8
k141_18127,9
k141_33636,20
k141_42388,17
k141_16260,10
k141_48855,19
k141_31429,19
k141_38006,6
k141_51020,21
k141_27065,8
k141_29266,17
k141_3076,21
k141_42389,10
k141_20495,6
k141_9489,6
k141_35814,10
k141_48857,21
k141_11870,21
k141_27066,17
k141_14084,2
k141_31430,9
k141_5158,21
k141_18136,17
k141_35817,21
k141_20505,19
k141_40151,10
k141_24942,10
k141_27070,9
k141_42397,10
k141_46703,20
k141_38011,10
k141_9495,21
k141_44509,10
k141_3081,10
k141_22745,19
k141_16272,0
k141_40152,9
k141_999,11
k141_11878,21
k141_1000,20
k141_35822,19
k141_42400,0
k141_38012,21
k141_11879,0
k141_16274,9
k141_7427,19
k141_31434,20
k141_33650,10
k141_46704,9
k141_22749,9
k141_3087,21
k141_35823,10
k141_33651,10
k141_9503,20
k141_31436,9
k141_38016,6
k141_24953,10
k141_22751,10
k141_44517,10
k141_42402,10
k141_35826,8
k141_9506,19
k141_27085,10
k141_31438,10
k141_1003,10
k141_3092,0
k141_40165,20
k141_51032,0
k141_35829,10
k141_14101,21
k141_18151,21
k141_16285,21
k141_33659,9
k141_46713,21
k141_38022,4
k141_48882,6
k141_5172,10
k141_31440,20
k141_16286,6
k141_29292,3
k141_11892,0
k141_14103,9
k141_9511,19
k141_20523,10
k141_16287,0
k141_48884,9
k141_44522,20
k141_11895,0
k141_38027,10
k141_18157,19
k141_22759,10
k141_48885,10
k141_14104,19
k141_16289,6
k141_5179,9
k141_20525,9
k141_29293,10
k141_31445,2
k141_44527,9
k141_40174,10
k141_51037,10
k141_5181,0
k141_3109,2
k141_1013,9
k141_44529,20
k141_31447,0
k141_40175,17
k141_9519,20
k141_46725,21
k141_35841,20
k141_11902,11
k141_38035,8
k141_33675,20
k141_42427,10
k141_14113,10
k141_24980,9
k141_40178,21
k141_44533,21
k141_51040,10
k141_48892,9
k141_31451,10
k141_7453,11
k141_1020,10
k141_27107,19
k141_31452,17
k141_20536,9
k141_48894,9
k141_42429,9
k141_33677,20
k141_35847,21
k141_51042,19
k141_5190,21
k141_11907,17
k141_3121,17
k141_7457,10
k141_1021,9
k141_24985,2
k141_33678,9
k141_40185,20
k141_35848,9
k141_29312,8
k141_46739,2
k141_14122,11
k141_11909,21
k141_31457,21
k141_51045,20
k141_42435,10
k141_7460,20
k141_38043,20
k141_29315,19
k141_16313,21
k141_44538,17
k141_48902,8
k141_46741,9
k141_31458,21
k141_3127,2
k141_27116,21
k141_1025,9
k141_16314,17
k141_9533,17
k141_46743,0
k141_33685,9
k141_3129,21
k141_29317,10
k141_20541,11
k141_11917,19
k141_35854,8
k141_27117,8
k141_51052,9
k141_16317,19
k141_9534,21
k141_31462,21
k141_38051,9
k141_24996,10
k141_46744,2
k141_48909,8
k141_1028,21
k141_24998,10
k141_38055,9
k141_33689,20
k141_16323,10
k141_5202,10
k141_44548,19
k141_33690,9
k141_29327,21
k141_3133,9
k141_20549,21
k141_7472,0
k141_42452,20
k141_11927,20
k141_44550,0
k141_9542,21
k141_29329,0
k141_27127,9
k141_42453,2
k141_46750,10
k141_25005,10
k141_18194,0
k141_14145,21
k141_5207,5
k141_35871,9
k141_16329,10
k141_44553,2
k141_46752,5
k141_25006,19
k141_48919,20
k141_7476,10
k141_9544,9
k141_51055,11
k141_38056,11
k141_20559,9
k141_40215,20
k141_44554,21
k141_1036,11
k141_29336,20
k141_7478,19
k141_5210,2
k141_48921,10
k141_42458,9
k141_51059,2
k141_31480,10
k141_9546,21
k141_1037,8
k141_18200,21
k141_40218,20
k141_51060,10
k141_3148,19
k141_29340,20
k141_46758,10
k141_38062,9
k141_11939,0
k141_16339,21
k141_25013,9
k141_9548,19
k141_31483,2
k141_14158,20
k141_48929,10
k141_27138,20
k141_22817,9
k141_38064,10
k141_44562,6
k141_33707,10
k141_3153,17
k141_11942,17
k141_9550,8
k141_51064,10
k141_29346,21
k141_46761,20
k141_33708,10
k141_5224,10
k141_40225,6
k141_1047,21
k141_3154,10
k141_7488,10
k141_14164,2
k141_27143,20
k141_48932,17
k141_22823,10
k141_25021,10
k141_31490,9
k141_51067,9
k141_5227,9
k141_1049,19
k141_46763,10
k141_7489,17
k141_16346,9
k141_44566,20
k141_5228,20
k141_3159,21
k141_11950,2
k141_20583,8
k141_25025,9
k141_33716,17
k141_14171,9
k141_7490,19
k141_29354,21
k141_31495,0
k141_38076,21
k141_44568,8
k141_5229,20
k141_33717,2
k141_3161,2
k141_1054,9
k141_31496,21
k141_9560,21
k141_18207,10
k141_20587,21
k141_46771,19
k141_5231,0
k141_3163,8
k141_25030,0
k141_40237,6
k141_31500,21
k141_33718,20
k141_48942,21
k141_29362,10
k141_16352,17
k141_7497,6
k141_1060,20
k141_22837,10
k141_3168,6
k141_29366,21
k141_25035,19
k141_27160,19
k141_33722,9
k141_44579,20
k141_20592,21
k141_51082,6
k141_40239,9
k141_1063,21
k141_27161,6
k141_42494,2
k141_51083,21
k141_11970,10
k141_5241,10
k141_7511,17
k141_25039,10
k141_14193,8
k141_11971,20
k141_9576,21
k141_29374,10
k141_1069,10
k141_3177,17
k141_20600,9
k141_5242,10
k141_31516,20
k141_18225,10
k141_48957,19
k141_7512,2
k141_16368,9
k141_48958,10
k141_1071,9
k141_27169,2
k141_40252,20
k141_44590,2
k141_42504,19
k141_11977,9
k141_51092,18
k141_20606,21
k141_3180,10
k141_9584,9
k141_29381,20
k141_35918,11
k141_42506,21
k141_16372,10
k141_48963,19
k141_38108,10
k141_3183,10
k141_7519,8
k141_1081,8
k141_25054,10
k141_16373,21
k141_48967,8
k141_20613,10
k141_7521,20
k141_22869,20
k141_31531,10
k141_44602,17
k141_1084,8
k141_14212,7
k141_46800,17
k141_33733,17
k141_11986,17
k141_20614,10
k141_22871,9
k141_7523,21
k141_25060,8
k141_31533,8
k141_9596,8
k141_11989,10
k141_14216,20
k141_27180,9
k141_51107,10
k141_46804,10
k141_38117,21
k141_29392,20
k141_25064,20
k141_42520,0
k141_31536,2
k141_5267,9
k141_14217,6
k141_44607,9
k141_1094,6
k141_3197,17
k141_42521,21
k141_5268,17
k141_31537,6
k141_44608,9
k141_7526,21
k141_33735,10
k141_27185,6
k141_20619,8
k141_35937,2
k141_51114,10
k141_25071,9
k141_44611,10
k141_14221,17
k141_42526,20
k141_5274,0
k141_16390,17
k141_12000,19
k141_35939,9
k141_48988,0
k141_25072,21
k141_18252,21
k141_46813,20
k141_9609,19
k141_33740,9
k141_7532,8
k141_44612,9
k141_22883,11
k141_27190,17
k141_1104,8
k141_12002,20
k141_25074,10
k141_20624,20
k141_22884,21
k141_44614,10
k141_31548,2
k141_40290,6
k141_7536,21
k141_48993,21
k141_29408,11
k141_22885,19
k141_31549,17
k141_14232,17
k141_18258,21
k141_44618,9
k141_1110,19
k141_48995,19
k141_5279,20
k141_12003,10
k141_44619,19
k141_16398,11
k141_51129,10
k141_29411,10
k141_3216,20
k141_44620,0
k141_31552,9
k141_46826,0
k141_33745,10
k141_27199,21
k141_9620,21
k141_25085,10
k141_12004,9
k141_22892,21
k141_5283,10
k141_35958,10
k141_51132,6
k141_7549,19
k141_5284,19
k141_44623,10
k141_38151,17
k141_1115,11
k141_9625,21
k141_14245,9
k141_31558,19
k141_42552,10
k141_5286,0
k141_3225,9
k141_29424,21
k141_1118,20
k141_22898,6
k141_18273,21
k141_46835,9
k141_20642,11
k141_35965,10
k141_5288,19
k141_3228,19
k141_44627,11
k141_12015,18
k141_33756,21
k141_31563,9
k141_40307,17
k141_18276,2
k141_14254,2
k141_7561,9
k141_40308,10
k141_22906,20
k141_35970,6
k141_27216,10
k141_25103,19
k141_16421,10
k141_38165,9
k141_40312,21
k141_14259,10
k141_42565,10
k141_12022,8
k141_44638,17
k141_33767,6
k141_1130,9
k141_22912,18
k141_42566,19
k141_14260,9
k141_49028,6
k141_5295,10
k141_27222,6
k141_31573,8
k141_49029,21
k141_1133,19
k141_18284,9
k141_29449,10
k141_20660,20
k141_35975,9
k141_25115,2
k141_51159,10
k141_9651,21
k141_22917,0
k141_46845,10
k141_42574,9
k141_35976,2
k141_1134,9
k141_20664,17
k141_46846,10
k141_42576,10
k141_22919,8
k141_29455,8
k141_3253,9
k141_14274,20
k141_38182,17
k141_22920,19
k141_1136,20
k141_16438,9
k141_7578,10
k141_20667,10
k141_35982,9
k141_33783,17
k141_51170,10
k141_14276,6
k141_38185,19
k141_9659,20
k141_18296,12
k141_46851,19
k141_12039,10
k141_31587,6
k141_29460,21
k141_40336,17
k141_1138,20
k141_9661,8
k141_25128,8
k141_16442,11
k141_51176,6
k141_7585,20
k141_33789,21
k141_20673,21
k141_14282,0
k141_35986,10
k141_25133,9
k141_49033,17
k141_18304,6
k141_9669,17
k141_27248,10
k141_20674,10
k141_14285,10
k141_3268,10
k141_31598,17
k141_12052,21
k141_22923,11
k141_9670,21
k141_44673,6
k141_1146,20
k141_42594,19
k141_46864,10
k141_20675,20
k141_5309,5
k141_12053,10
k141_9671,10
k141_44674,10
k141_3270,10
k141_22926,8
k141_42595,10
k141_33797,21
k141_16452,19
k141_27256,21
k141_9674,20
k141_35998,10
k141_7597,17
k141_42597,2
k141_25145,8
k141_3273,0
k141_44678,9
k141_25147,9
k141_22933,19
k141_18316,0
k141_14299,10
k141_40359,10
k141_49045,20
k141_33806,8
k141_5317,10
k141_22936,2
k141_16459,17
k141_3278,17
k141_42602,9
k141_1152,11
k141_27264,8
k141_3279,5
k141_51190,21
k141_44684,21
k141_36007,17
k141_29490,8
k141_5321,6
k141_25154,8
k141_44685,21
k141_20692,10
k141_16462,19
k141_12072,10
k141_14307,10
k141_51193,5
k141_33815,10
k141_44686,6
k141_9685,21
k141_16464,20
k141_42610,8
k141_18325,10
k141_46872,10
k141_51196,19
k141_5327,10
k141_33819,2
k141_38230,10
k141_7611,2
k141_51197,20
k141_44691,21
k141_22948,19
k141_12073,21
k141_3291,10
k141_1164,19
k141_25163,6
k141_27276,21
k141_46876,9
k141_40373,8
k141_20697,21
k141_16468,21
k141_36008,11
k141_12074,17
k141_22949,6
k141_31633,9
k141_1166,19
k141_40375,10
k141_29494,11
k141_22951,0
k141_51201,0
k141_36011,9
k141_44698,19
k141_38238,10
k141_18336,19
k141_12077,9
k141_40378,19
k141_1169,2
k141_16479,21
k141_51203,17
k141_5337,9
k141_33832,20
k141_14326,9
k141_9697,19
k141_27287,21
k141_7624,9
k141_1171,21
k141_51204,21
k141_31644,19
k141_49069,9
k141_36017,9
k141_38239,6
k141_29502,20
k141_3294,11
k141_25174,8
k141_49070,20
k141_33837,0
k141_18341,20
k141_5343,21
k141_40386,10
k141_14334,0
k141_42636,10
k141_9703,20
k141_1176,9
k141_36020,21
k141_38244,0
k141_1177,20
k141_5346,20
k141_40387,9
k141_16491,19
k141_20716,2
k141_25180,10
k141_51214,9
k141_18349,5
k141_44713,10
k141_40389,10
k141_3303,19
k141_16494,19
k141_5349,9
k141_36025,20
k141_22976,10
k141_38254,10
k141_1189,9
k141_31656,20
k141_25187,19
k141_22977,6
k141_33851,2
k141_36027,10
k141_16498,20
k141_46905,20
k141_51221,19
k141_29519,10
k141_49085,6
k141_5353,20
k141_25188,17
k141_12105,10
k141_16499,6
k141_31657,20
k141_42649,20
k141_29520,6
k141_36030,16
k141_14355,20
k141_20726,19
k141_27311,2
k141_33855,19
k141_25189,21
k141_51222,9
k141_29521,20
k141_38262,21
k141_46908,10
k141_14356,8
k141_3313,21
k141_49089,9
k141_33856,21
k141_16504,8
k141_5357,9
k141_27313,21
k141_20728,21
k141_9720,10
k141_40402,20
k141_22982,19
k141_3314,10
k141_36033,19
k141_25192,9
k141_46911,21
k141_5359,21
k141_3315,19
k141_44721,10
k141_51225,8
