contig	cov_mean_sample_C13.sorted	cov_mean_sample_C1.sorted	cov_mean_sample_C27.sorted	cov_mean_sample_C32.sorted	cov_mean_sample_C45.sorted	cov_mean_sample_C51.sorted
k141_32101.concoct_part_0	0.000	2.719	0.000	0.000	0.961	1.045
k141_45172.concoct_part_0	0.000	0.962	0.000	0.000	0.580	0.580
k141_3753.concoct_part_0	1.000	0.000	0.000	0.000	0.488	0.000
k141_18706.concoct_part_0	3.140	0.420	0.000	1.328	0.487	0.325
k141_40857.concoct_part_0	0.000	0.000	2.395	0.000	0.000	0.000
k141_27765.concoct_part_0	0.458	0.333	0.000	0.000	1.476	0.000
k141_25623.concoct_part_0	0.000	0.000	0.000	0.495	0.289	0.990
k141_23425.concoct_part_0	0.000	0.000	0.000	0.000	0.000	2.134
k141_5764.concoct_part_0	0.387	0.000	1.297	0.332	0.000	0.415
k141_34300.concoct_part_0	0.414	1.980	0.000	0.000	1.322	0.871
k141_18707.concoct_part_0	0.000	0.490	0.000	0.000	0.974	0.000
k141_51659.concoct_part_0	2.996	0.000	0.000	0.000	0.000	0.214
k141_36481.concoct_part_0	0.000	1.404	0.323	0.497	1.623	0.561
k141_27766.concoct_part_0	1.531	0.000	0.000	0.000	0.000	0.000
k141_47327.concoct_part_0	0.000	0.000	0.000	4.870	0.000	0.000
k141_25624.concoct_part_0	1.243	1.225	0.000	0.000	0.000	0.306
k141_45173.concoct_part_0	3.010	0.000	0.000	0.000	0.000	0.000
k141_38721.concoct_part_0	0.000	0.000	2.024	0.000	0.000	0.000
k141_40858.concoct_part_0	0.000	0.000	1.975	0.533	0.000	0.289
k141_49520.concoct_part_0	1.438	0.329	0.000	0.000	0.966	0.000
k141_16922.concoct_part_0	0.000	0.000	2.223	0.000	0.000	0.000
k141_43056.concoct_part_0	0.390	0.000	2.681	0.000	0.121	0.000
k141_3754.concoct_part_0	0.365	1.101	0.000	0.000	0.912	0.000
k141_23426.concoct_part_0	1.854	0.000	0.000	0.253	0.000	0.000
k141_1632.concoct_part_0	0.000	0.000	2.090	0.000	0.000	0.000
k141_18708.concoct_part_0	0.000	0.000	0.000	1.639	0.000	0.000
k141_25625.concoct_part_0	0.000	2.106	0.000	0.000	0.000	0.000
k141_38722.concoct_part_0	0.000	0.000	0.000	0.000	0.865	1.017
k141_14799.concoct_part_0	2.289	0.000	0.000	0.142	0.000	0.000
k141_21132.concoct_part_0	0.963	1.004	0.000	0.000	0.828	0.557
k141_34301.concoct_part_0	0.163	0.986	0.000	0.291	0.000	0.634
k141_45174.concoct_part_0	0.000	0.000	0.000	0.000	0.000	2.439
k141_51660.concoct_part_0	0.000	0.000	1.097	0.000	0.000	0.000
k141_16923.concoct_part_0	0.498	0.000	0.000	0.000	1.505	0.000
k141_49521.concoct_part_0	0.000	0.000	1.997	0.000	0.000	0.000
k141_23427.concoct_part_0	3.416	0.000	0.000	0.000	0.000	0.369
k141_32102.concoct_part_0	0.000	0.000	0.000	0.000	0.000	2.630
k141_36482.concoct_part_0	2.531	0.000	0.000	1.295	0.000	0.000
k141_29978.concoct_part_0	0.000	0.342	3.252	0.000	0.108	0.000
k141_5765.concoct_part_0	0.000	0.000	0.000	0.000	0.000	3.547
k141_25626.concoct_part_0	0.000	0.000	1.888	0.000	0.000	0.000
k141_34302.concoct_part_0	0.000	1.893	0.000	0.000	0.096	0.000
k141_3755.concoct_part_0	0.000	0.000	0.000	3.575	0.000	0.000
k141_10130.concoct_part_0	0.000	0.000	1.785	0.000	0.000	0.000
k141_27767.concoct_part_0	0.000	0.000	1.688	0.000	0.000	0.000
k141_43057.concoct_part_0	0.565	0.753	0.000	1.620	0.000	0.000
k141_14800.concoct_part_0	0.000	0.000	0.000	0.000	2.693	0.000
k141_1633.concoct_part_0	0.000	1.784	0.000	0.000	0.000	0.000
k141_23428.concoct_part_0	0.000	0.000	1.537	0.345	0.000	0.000
k141_29979.concoct_part_0	2.943	0.000	0.000	0.212	0.000	0.000
k141_16924.concoct_part_0	0.000	0.000	0.000	0.000	3.915	0.000
k141_36484.concoct_part_0	0.504	0.000	0.000	0.000	0.000	0.763
k141_34303.concoct_part_0	0.000	0.000	0.000	2.896	0.000	0.000
k141_38723.concoct_part_0	1.743	0.462	0.000	0.000	0.000	0.000
k141_10131.concoct_part_0	0.000	0.000	0.000	2.378	0.000	0.000
k141_1634.concoct_part_0	0.942	1.141	0.000	0.000	0.463	0.463
k141_25627.concoct_part_0	0.000	0.000	2.052	0.000	0.000	0.000
k141_45175.concoct_part_0	2.595	0.000	0.000	0.000	0.000	0.000
k141_43058.concoct_part_0	0.000	0.000	0.000	0.000	0.000	2.578
k141_5766.concoct_part_0	0.000	0.000	0.000	0.000	0.000	2.256
k141_49522.concoct_part_0	2.669	0.000	0.000	0.000	0.000	0.000
k141_23429.concoct_part_0	0.199	0.495	0.000	1.000	0.000	0.000
k141_14801.concoct_part_0	0.000	0.000	2.041	0.000	0.000	0.000
k141_27768.concoct_part_0	0.000	0.000	2.039	0.000	0.000	0.000
k141_18709.concoct_part_0	0.000	0.000	2.673	0.000	0.000	0.000
k141_36485.concoct_part_0	0.000	0.000	0.000	0.000	3.159	0.000
k141_10132.concoct_part_0	2.563	0.118	0.000	0.000	0.000	0.000
k141_1635.concoct_part_0	0.000	0.000	0.000	0.000	0.000	2.010
k141_16925.concoct_part_0	0.000	0.000	0.769	0.976	0.000	0.000
k141_34304.concoct_part_0	0.856	0.000	0.000	1.204	0.000	0.000
k141_40859.concoct_part_0	0.000	0.000	2.476	0.631	0.000	0.000
k141_49523.concoct_part_0	0.000	0.000	1.915	0.000	0.000	0.000
k141_21133.concoct_part_0	2.950	0.000	0.000	0.352	0.000	0.000
k141_38724.concoct_part_0	0.000	0.000	1.923	0.000	0.000	0.000
k141_14802.concoct_part_0	0.000	0.369	0.000	0.793	1.850	0.451
k141_51661.concoct_part_0	5.629	0.262	0.000	0.127	0.000	0.165
k141_8068.concoct_part_0	3.881	0.373	0.000	0.665	0.000	0.030
k141_36486.concoct_part_0	0.000	0.000	0.000	0.952	1.269	0.000
k141_5767.concoct_part_0	0.000	0.736	0.000	0.000	2.400	0.986
k141_47328.concoct_part_0	0.033	1.622	0.000	0.000	0.470	1.351
k141_14803.concoct_part_0	0.000	1.194	0.000	0.000	0.000	1.894
k141_40860.concoct_part_0	0.000	1.973	0.000	0.000	0.401	0.000
k141_49524.concoct_part_0	0.000	1.135	0.000	0.000	0.617	0.000
k141_34305.concoct_part_0	0.000	0.000	2.352	0.000	0.000	0.000
k141_16926.concoct_part_0	0.000	0.000	2.263	0.000	0.000	0.000
k141_27769.concoct_part_0	0.000	0.943	0.000	0.606	0.000	0.465
k141_8069.concoct_part_0	0.000	0.000	1.350	0.000	0.000	0.000
k141_10133.concoct_part_0	0.000	0.000	1.621	0.000	0.000	0.000
k141_21134.concoct_part_0	0.000	0.000	0.366	0.000	1.143	0.000
k141_29980.concoct_part_0	1.050	2.192	0.000	0.000	1.156	0.674
k141_18710.concoct_part_0	0.535	0.000	0.000	0.000	0.000	1.631
k141_40861.concoct_part_0	0.000	0.000	0.000	1.858	0.000	0.000
k141_27770.concoct_part_0	0.000	1.000	0.000	0.000	0.502	0.834
k141_5768.concoct_part_0	0.000	0.000	0.000	3.200	0.000	0.000
k141_36487.concoct_part_0	0.000	0.759	1.418	0.000	0.000	0.000
k141_49525.concoct_part_0	0.000	2.340	0.000	0.000	0.000	0.000
k141_8070.concoct_part_0	0.000	0.000	0.000	2.767	0.000	0.000
k141_47329.concoct_part_0	0.000	0.000	1.660	0.593	0.000	0.000
k141_51662.concoct_part_0	0.396	0.560	0.000	0.000	0.363	1.143
k141_43059.concoct_part_0	0.000	0.000	2.419	0.000	0.849	0.000
k141_21135.concoct_part_0	1.273	0.000	0.000	0.000	0.000	0.576
k141_16927.concoct_part_0	0.000	0.000	0.000	0.000	0.000	2.860
k141_36488.concoct_part_0	0.000	0.000	2.031	0.000	0.000	0.000
k141_29981.concoct_part_0	0.000	0.000	0.000	0.590	1.721	0.295
k141_27771.concoct_part_0	0.000	1.534	0.000	0.442	0.000	0.000
k141_40862.concoct_part_0	0.000	0.000	0.000	0.000	0.000	1.671
k141_14804.concoct_part_0	0.305	1.478	0.000	0.000	0.592	0.300
k141_5769.concoct_part_0	0.000	0.000	1.823	0.000	0.000	0.000
k141_10134.concoct_part_0	0.507	0.000	0.000	1.020	0.000	0.000
k141_45176.concoct_part_0	0.642	0.000	1.456	0.000	0.204	0.000
k141_34306.concoct_part_0	0.000	0.000	0.661	0.322	0.838	0.000
k141_47330.concoct_part_0	0.000	0.000	2.224	0.000	0.000	0.000
k141_3756.concoct_part_0	3.308	0.391	0.000	0.599	0.000	0.000
k141_36489.concoct_part_0	2.006	0.853	0.000	0.000	0.431	0.454
k141_43060.concoct_part_0	0.757	2.157	0.000	0.000	0.000	0.000
k141_25628.concoct_part_0	0.000	0.130	3.787	0.000	0.763	0.000
k141_1636.concoct_part_0	0.000	0.000	3.012	0.135	0.589	0.000
k141_14805.concoct_part_0	0.883	0.000	0.000	0.000	1.255	0.442
k141_21136.concoct_part_0	0.000	0.482	0.000	0.000	1.256	0.000
k141_45177.concoct_part_0	0.000	0.000	1.521	0.000	0.000	0.000
k141_51663.concoct_part_0	0.000	0.843	0.000	0.000	0.474	0.292
k141_27772.concoct_part_0	0.000	0.000	0.000	2.381	0.000	0.000
k141_16928.concoct_part_0	0.000	0.000	0.000	0.000	0.000	1.812
k141_47331.concoct_part_0	0.000	0.000	1.470	0.000	0.000	0.907
k141_5770.concoct_part_0	3.543	0.000	0.000	0.000	0.000	0.365
k141_40863.concoct_part_0	0.000	0.000	0.000	0.000	0.000	2.371
k141_3757.concoct_part_0	4.900	0.889	0.000	0.000	0.000	0.000
k141_36490.concoct_part_0	0.000	0.000	1.658	0.327	0.000	0.000
k141_18711.concoct_part_0	0.000	0.000	2.014	0.000	0.000	0.000
k141_29982.concoct_part_0	0.000	0.000	2.135	0.000	0.000	0.000
k141_23430.concoct_part_0	0.000	0.095	3.377	0.278	0.360	0.198
k141_49526.concoct_part_0	0.889	2.008	0.000	0.000	0.567	1.399
k141_27773.concoct_part_0	0.000	0.283	0.000	0.000	3.859	0.079
k141_5771.concoct_part_0	0.000	0.000	1.921	0.000	0.000	0.000
k141_47332.concoct_part_0	1.432	0.186	0.000	0.224	0.000	0.379
k141_3758.concoct_part_0	0.000	1.129	0.000	0.000	0.103	0.000
k141_45178.concoct_part_0	0.000	0.325	2.627	0.000	0.000	0.199
k141_10135.concoct_part_0	0.000	1.749	0.000	0.000	0.000	0.339
k141_32103.concoct_part_0	0.268	3.692	0.000	0.000	1.055	0.955
k141_23431.concoct_part_0	0.000	0.000	1.954	0.000	0.000	0.000
k141_34307.concoct_part_0	0.000	0.501	1.988	0.000	0.251	0.264
k141_38725.concoct_part_0	0.000	1.553	0.000	0.211	1.082	0.782
k141_1637.concoct_part_0	0.000	0.000	1.804	1.184	0.404	0.000
k141_25629.concoct_part_0	0.000	1.506	0.000	0.000	1.553	0.000
k141_49527.concoct_part_0	0.000	1.979	0.770	0.000	2.208	0.201
k141_27774.concoct_part_0	0.000	0.000	0.994	1.226	0.000	0.000
k141_47333.concoct_part_0	0.000	0.000	2.204	0.000	0.000	0.000
k141_36492.concoct_part_0	0.000	1.136	0.000	0.000	0.000	0.259
k141_16929.concoct_part_0	1.674	1.027	0.000	0.000	0.000	0.000
k141_34308.concoct_part_0	0.000	0.000	0.000	0.000	0.000	1.601
k141_40864.concoct_part_0	0.000	1.052	0.000	0.092	1.839	0.346
k141_43061.concoct_part_0	1.734	0.912	0.000	0.000	0.000	0.000
k141_10136.concoct_part_0	2.290	0.000	0.000	0.000	0.000	0.000
k141_51664.concoct_part_0	0.950	0.000	0.000	0.464	0.000	0.000
k141_3759.concoct_part_0	0.411	0.214	1.916	0.000	0.000	0.000
k141_8071.concoct_part_0	0.593	0.229	0.000	0.109	1.189	1.735
k141_5772.concoct_part_0	0.000	0.000	1.597	0.147	0.000	0.000
k141_21137.concoct_part_0	2.436	0.258	0.000	0.000	0.309	0.213
k141_47334.concoct_part_0	0.000	0.000	0.000	2.529	0.000	0.000
k141_49528.concoct_part_0	1.529	0.000	0.000	0.000	0.000	0.000
k141_34309.concoct_part_0	0.000	0.000	0.000	2.437	0.000	0.000
k141_29983.concoct_part_0	0.000	0.000	2.384	0.000	0.611	0.000
k141_27775.concoct_part_0	0.000	0.000	2.166	0.935	0.000	0.000
k141_32104.concoct_part_0	0.000	0.000	2.188	0.000	0.000	0.000
k141_10137.concoct_part_0	2.692	0.000	0.000	0.000	0.000	0.000
k141_36493.concoct_part_0	0.000	0.000	0.000	0.000	0.000	3.576
k141_45179.concoct_part_0	0.278	1.285	0.000	0.000	1.281	0.298
k141_16930.concoct_part_0	1.587	0.000	0.000	0.000	0.000	0.483
k141_12561.concoct_part_0	4.715	0.000	0.000	0.061	0.000	0.000
k141_34310.concoct_part_0	0.000	0.000	0.000	0.174	2.824	0.000
k141_29984.concoct_part_0	1.261	0.000	0.000	0.000	1.167	0.000
k141_38726.concoct_part_0	4.399	0.000	0.000	0.000	0.000	0.000
k141_3760.concoct_part_0	1.088	0.560	0.000	0.000	0.556	0.284
k141_43062.concoct_part_0	1.440	1.243	0.000	0.867	0.000	0.000
k141_32105.concoct_part_0	0.000	0.146	3.255	0.000	0.000	0.000
k141_51665.concoct_part_0	0.000	1.722	0.000	0.000	0.000	0.745
k141_10138.concoct_part_0	0.768	0.000	0.000	0.770	0.385	0.000
k141_21138.concoct_part_0	1.099	0.000	0.000	0.640	0.000	0.000
k141_25630.concoct_part_0	0.000	0.110	3.747	0.000	0.253	0.000
k141_49530.concoct_part_0	0.000	1.768	0.000	0.000	0.000	0.000
k141_12562.concoct_part_0	0.993	0.000	0.000	0.000	0.000	0.990
k141_5773.concoct_part_0	0.179	0.878	0.000	0.000	1.276	3.524
k141_14806.concoct_part_0	3.672	0.000	0.000	0.000	0.024	0.000
k141_47335.concoct_part_0	0.000	0.000	0.977	0.756	0.303	0.000
k141_36494.concoct_part_0	0.000	3.096	0.000	0.000	0.000	0.000
k141_34311.concoct_part_0	0.000	0.000	1.265	0.527	0.000	0.000
k141_23432.concoct_part_0	0.000	1.886	0.000	0.000	0.000	0.000
k141_3761.concoct_part_0	0.000	0.000	0.000	0.212	0.000	0.000
k141_27776.concoct_part_0	0.124	0.000	1.779	0.000	0.000	0.124
k141_10139.concoct_part_0	0.463	0.589	0.000	0.000	1.282	0.000
k141_8072.concoct_part_0	0.514	0.000	0.000	0.000	1.651	0.000
k141_45180.concoct_part_0	0.791	3.661	0.000	0.000	1.146	1.313
k141_1638.concoct_part_0	0.262	0.000	2.339	0.000	0.000	0.085
k141_12563.concoct_part_0	0.000	0.000	0.000	2.259	0.000	0.000
k141_51666.concoct_part_0	0.000	0.000	1.629	0.000	0.000	0.000
k141_43063.concoct_part_0	0.000	0.000	2.005	0.000	0.000	0.000
k141_5774.concoct_part_0	0.000	0.000	0.000	1.322	0.000	0.000
k141_18712.concoct_part_0	0.000	1.858	0.000	0.000	1.872	0.491
k141_27777.concoct_part_0	0.000	0.000	0.000	0.000	2.570	0.000
k141_40865.concoct_part_0	2.774	0.000	0.000	0.000	0.000	0.000
k141_21139.concoct_part_0	0.000	0.000	0.000	3.140	0.000	0.000
k141_32106.concoct_part_0	0.000	0.000	3.078	0.000	0.000	0.000
k141_47336.concoct_part_0	0.449	0.000	0.000	0.000	0.746	0.884
k141_25631.concoct_part_0	0.000	1.056	0.000	0.000	0.563	0.000
k141_36495.concoct_part_0	0.000	0.741	0.000	0.000	1.682	0.000
k141_1639.concoct_part_0	0.853	0.224	0.000	0.000	0.717	0.317
k141_49531.concoct_part_0	0.000	2.140	0.000	0.000	0.000	0.000
k141_16931.concoct_part_0	0.000	0.000	2.477	0.000	0.130	0.000
k141_10140.concoct_part_0	0.000	1.142	0.000	0.000	1.030	0.000
k141_12564.concoct_part_0	0.000	0.000	0.000	0.000	0.000	3.722
k141_45181.concoct_part_0	0.000	0.000	0.000	0.000	0.000	3.918
k141_8073.concoct_part_0	0.000	0.207	2.354	0.000	0.000	0.000
k141_47337.concoct_part_0	0.000	0.000	0.000	0.000	0.000	1.916
k141_43064.concoct_part_0	0.000	2.200	0.000	0.000	0.000	0.000
k141_36496.concoct_part_0	0.000	0.000	0.000	1.887	0.000	0.000
k141_18713.concoct_part_0	0.000	0.000	1.947	0.000	0.381	0.000
k141_1640.concoct_part_0	0.950	0.393	0.000	0.000	0.000	0.000
k141_21140.concoct_part_0	0.000	0.000	0.000	0.000	1.997	0.000
k141_10141.concoct_part_0	0.000	1.110	0.000	0.946	0.000	0.000
k141_38727.concoct_part_0	2.740	0.504	0.000	0.486	0.000	0.186
k141_51667.concoct_part_0	0.000	0.000	0.000	2.290	0.000	0.000
k141_3762.concoct_part_0	1.064	0.000	0.000	0.000	0.958	0.000
k141_5775.concoct_part_0	0.000	0.000	0.000	3.591	0.000	0.000
k141_14807.concoct_part_0	2.820	0.000	0.000	0.000	0.000	0.000
k141_45182.concoct_part_0	0.910	0.000	0.000	1.223	0.000	0.000
k141_16932.concoct_part_0	0.000	0.000	0.000	1.304	0.000	0.000
k141_25632.concoct_part_0	0.000	0.000	0.000	2.219	0.000	0.000
k141_1641.concoct_part_0	0.000	0.000	2.677	0.000	0.000	0.000
k141_32107.concoct_part_0	0.453	1.488	0.000	0.000	0.000	0.000
k141_40866.concoct_part_0	0.000	0.000	0.000	2.244	0.000	0.000
k141_43065.concoct_part_0	0.627	1.586	0.000	0.748	0.000	0.000
k141_34312.concoct_part_0	0.645	0.637	0.000	0.592	0.000	0.606
k141_3763.concoct_part_0	1.072	0.000	0.000	0.410	0.000	0.000
k141_45183.concoct_part_0	0.000	1.262	0.000	0.000	0.000	0.972
k141_49532.concoct_part_0	0.000	0.197	2.717	0.000	0.000	0.000
k141_8074.concoct_part_0	0.581	0.621	0.000	1.041	0.000	0.624
k141_5776.concoct_part_0	2.328	2.682	0.000	0.000	0.000	0.313
k141_47338.concoct_part_0	2.198	0.000	0.000	0.000	0.000	1.021
k141_32108.concoct_part_0	0.000	0.000	0.000	0.000	0.000	3.355
k141_18714.concoct_part_0	0.000	0.000	2.462	0.319	0.000	0.000
k141_38728.concoct_part_0	0.000	0.000	0.000	0.000	0.000	2.454
k141_12565.concoct_part_0	1.638	0.209	0.000	0.000	0.251	0.000
k141_21141.concoct_part_0	0.000	0.000	1.923	0.000	0.000	0.000
k141_16933.concoct_part_0	0.000	0.688	0.000	0.000	1.485	0.000
k141_14808.concoct_part_0	0.000	0.000	1.664	0.000	0.000	0.000
k141_10142.concoct_part_0	0.000	0.000	1.561	0.276	0.000	0.000
k141_43066.concoct_part_0	0.000	2.028	0.000	0.000	0.000	0.000
k141_51668.concoct_part_0	1.765	0.066	0.000	0.731	0.000	0.000
k141_27778.concoct_part_0	0.000	0.000	2.947	0.000	0.000	0.000
k141_29985.concoct_part_0	0.000	0.000	0.000	0.000	3.555	0.000
k141_8075.concoct_part_0	0.000	0.000	0.000	0.000	2.063	0.000
k141_18715.concoct_part_0	2.417	0.492	0.000	0.000	0.000	0.000
k141_5777.concoct_part_0	3.101	0.000	0.000	0.000	0.000	0.000
k141_25633.concoct_part_0	0.000	0.377	0.000	1.450	1.615	0.000
k141_40867.concoct_part_0	0.000	0.000	0.734	0.500	0.272	0.000
k141_49533.concoct_part_0	0.000	2.687	0.000	0.000	0.000	0.000
k141_45184.concoct_part_0	0.000	0.000	0.982	0.494	0.000	0.000
k141_21142.concoct_part_0	0.000	0.000	2.174	0.000	0.000	0.000
k141_47339.concoct_part_0	0.000	0.000	0.000	1.863	0.000	0.000
k141_23433.concoct_part_0	0.393	1.405	0.000	0.000	1.772	1.003
k141_14809.concoct_part_0	3.189	0.000	0.000	0.380	0.239	0.000
k141_10143.concoct_part_0	1.534	1.701	0.000	0.824	0.000	0.000
k141_32109.concoct_part_0	1.925	0.000	0.000	0.000	0.479	0.000
k141_29986.concoct_part_0	0.000	1.205	0.000	0.000	1.425	0.000
k141_34313.concoct_part_0	0.908	0.817	0.000	0.384	0.000	0.192
k141_8076.concoct_part_0	1.606	1.101	0.000	0.000	0.000	0.696
k141_51669.concoct_part_0	4.706	0.000	0.000	0.000	0.000	0.000
k141_25634.concoct_part_0	1.011	0.000	0.000	0.000	1.082	0.000
k141_49534.concoct_part_0	0.870	0.438	0.000	0.000	0.438	0.438
k141_38729.concoct_part_0	0.000	0.000	0.000	0.000	2.273	0.000
k141_3764.concoct_part_0	0.000	0.000	2.230	0.209	0.000	0.000
k141_12566.concoct_part_0	0.000	0.000	0.000	0.000	0.000	1.903
k141_21143.concoct_part_0	0.000	0.000	0.000	1.756	0.000	0.000
k141_32110.concoct_part_0	0.000	0.000	2.370	0.000	0.000	0.000
k141_29987.concoct_part_0	0.000	1.055	0.000	0.410	0.000	0.000
k141_10144.concoct_part_0	0.685	0.464	0.000	1.306	0.000	0.125
k141_49535.concoct_part_0	0.157	0.803	0.000	0.170	0.000	0.721
k141_23434.concoct_part_0	0.000	0.000	0.000	0.000	2.484	0.000
k141_18716.concoct_part_0	1.102	0.877	0.000	0.000	0.645	0.637
k141_21144.concoct_part_0	0.613	0.000	0.000	0.000	0.000	1.326
k141_40868.concoct_part_0	1.125	0.805	0.619	0.000	0.000	0.000
k141_14810.concoct_part_0	0.000	0.000	2.010	0.000	0.000	0.000
k141_45185.concoct_part_0	3.086	0.837	0.000	0.615	0.000	0.000
k141_47340.concoct_part_0	0.876	0.000	0.000	0.000	1.108	0.000
k141_25635.concoct_part_0	0.000	2.423	0.000	0.000	0.000	0.000
k141_43067.concoct_part_0	0.000	0.000	0.000	0.000	0.000	5.493
k141_34314.concoct_part_0	0.000	0.000	1.755	0.000	0.000	0.000
k141_8077.concoct_part_0	0.548	0.976	0.000	0.000	0.363	0.000
k141_10145.concoct_part_0	0.000	0.000	0.970	1.000	0.000	0.000
k141_3765.concoct_part_0	1.663	0.000	0.000	0.000	0.944	0.000
k141_32111.concoct_part_0	0.000	0.000	1.444	0.000	0.000	0.000
k141_29988.concoct_part_0	2.501	0.000	0.000	0.211	0.000	0.000
k141_49536.concoct_part_0	1.229	0.000	0.000	0.000	0.895	0.000
k141_51670.concoct_part_0	0.000	3.003	0.000	0.000	0.000	0.000
k141_27779.concoct_part_0	0.000	0.000	1.520	0.267	0.000	0.000
k141_16934.concoct_part_0	0.000	0.000	0.000	0.000	0.000	3.070
k141_18717.concoct_part_0	2.490	0.000	0.000	0.000	0.000	0.000
k141_34315.concoct_part_0	0.000	0.000	1.651	0.000	0.000	0.000
k141_12567.concoct_part_0	0.000	0.000	2.638	0.000	0.000	0.000
k141_1642.concoct_part_0	0.040	0.134	3.549	0.000	0.455	0.000
k141_21145.concoct_part_0	3.127	0.658	0.000	0.337	0.000	0.000
k141_23435.concoct_part_0	0.000	0.000	2.065	0.000	0.000	0.000
k141_14811.concoct_part_0	0.000	1.953	0.000	0.000	0.260	0.000
k141_16935.concoct_part_0	0.000	1.599	0.000	0.000	0.000	0.000
k141_32112.concoct_part_0	0.000	0.000	3.249	0.000	0.000	0.000
k141_38730.concoct_part_0	0.000	0.000	2.094	0.000	0.000	0.000
k141_25636.concoct_part_0	0.644	2.356	0.000	0.000	0.715	0.729
k141_47341.concoct_part_0	2.433	0.112	0.000	0.000	0.000	0.000
k141_43068.concoct_part_0	0.000	0.000	1.819	0.000	0.000	0.000
k141_49537.concoct_part_0	0.000	0.000	0.000	0.308	1.581	0.000
k141_21146.concoct_part_0	0.000	0.000	2.103	0.000	0.000	0.000
k141_8078.concoct_part_0	2.772	1.220	0.000	0.297	0.000	0.000
k141_3766.concoct_part_0	0.000	0.000	0.000	3.329	0.000	0.000
k141_34316.concoct_part_0	0.000	0.155	0.000	0.000	1.460	0.000
k141_27780.concoct_part_0	0.000	0.000	0.000	0.543	0.000	1.324
k141_23436.concoct_part_0	2.770	0.000	0.000	0.615	0.000	0.000
k141_49538.concoct_part_0	0.000	0.000	1.447	0.466	0.000	0.000
k141_14812.concoct_part_0	0.000	0.000	2.494	0.000	0.000	0.000
k141_1643.concoct_part_0	0.000	0.000	0.000	2.064	0.000	0.000
k141_8079.concoct_part_0	0.524	1.262	0.000	0.000	0.000	0.000
k141_5778.concoct_part_0	4.699	0.000	0.000	0.121	0.000	0.081
k141_12568.concoct_part_0	3.055	0.328	0.130	0.777	0.000	0.000
k141_16936.concoct_part_0	2.690	0.000	0.000	0.625	0.000	0.000
k141_51671.concoct_part_0	0.056	0.000	2.339	0.000	0.271	0.000
k141_34317.concoct_part_0	0.000	2.386	0.000	0.000	0.000	0.000
k141_21147.concoct_part_0	0.991	2.420	0.000	0.000	0.000	0.000
k141_14813.concoct_part_0	0.917	0.000	0.000	0.000	0.920	0.000
k141_47342.concoct_part_0	0.000	0.000	0.000	2.150	0.000	0.000
k141_10146.concoct_part_0	0.000	0.118	0.000	0.000	2.730	0.000
k141_3767.concoct_part_0	0.716	0.000	0.000	1.312	0.000	0.000
k141_16937.concoct_part_0	0.000	0.000	1.700	0.000	0.000	0.000
k141_47343.concoct_part_0	0.940	0.000	0.000	0.000	0.000	0.000
k141_38731.concoct_part_0	0.000	0.000	0.000	2.304	0.000	0.000
k141_10147.concoct_part_0	0.000	0.000	0.000	0.000	1.461	0.487
k141_1644.concoct_part_0	0.992	0.000	0.000	0.000	0.145	0.297
k141_5779.concoct_part_0	0.000	1.587	0.000	0.000	0.593	0.000
k141_34318.concoct_part_0	0.000	0.000	1.827	0.000	0.000	0.000
k141_3768.concoct_part_0	1.521	0.000	0.000	2.521	0.000	1.507
k141_43069.concoct_part_0	3.374	0.153	0.000	0.675	0.000	0.000
k141_27781.concoct_part_0	2.912	0.000	0.000	0.000	0.000	0.000
k141_45186.concoct_part_0	0.235	0.000	3.087	0.000	0.399	0.024
k141_51672.concoct_part_0	0.000	0.000	1.669	0.000	0.000	0.000
k141_12569.concoct_part_0	0.000	0.000	1.486	0.000	0.000	0.000
k141_47344.concoct_part_0	2.259	0.681	0.000	0.434	0.000	0.000
k141_34319.concoct_part_0	0.484	0.876	0.000	0.000	0.944	2.139
k141_3769.concoct_part_0	0.603	1.974	0.000	0.000	0.000	0.000
k141_27782.concoct_part_0	0.000	0.000	2.130	0.000	0.000	0.000
k141_18718.concoct_part_0	1.489	1.323	0.000	0.530	0.000	0.367
k141_21148.concoct_part_0	1.741	0.330	0.244	0.000	0.000	0.302
k141_1645.concoct_part_0	0.796	0.000	1.878	0.000	0.000	0.000
k141_29989.concoct_part_0	2.767	0.000	0.000	0.000	0.000	0.000
k141_51673.concoct_part_0	0.000	1.927	0.000	0.000	0.000	0.000
k141_23437.concoct_part_0	0.000	0.000	0.000	0.000	0.000	3.814
k141_8080.concoct_part_0	0.000	0.000	0.000	2.891	0.000	0.250
k141_25637.concoct_part_0	0.512	0.041	2.975	0.122	0.578	0.000
k141_27783.concoct_part_0	0.475	0.000	1.544	0.000	0.000	0.000
k141_16938.concoct_part_0	3.323	0.113	0.000	1.012	0.000	0.000
k141_47345.concoct_part_0	0.000	1.870	0.000	0.000	0.000	0.000
k141_18719.concoct_part_0	2.733	0.000	0.000	0.000	0.000	0.000
k141_21149.concoct_part_0	0.000	1.907	0.000	0.000	0.000	0.000
k141_34320.concoct_part_0	0.000	0.000	0.000	2.256	0.000	0.000
k141_23438.concoct_part_0	0.000	0.000	0.000	0.000	1.247	0.551
k141_27784.concoct_part_0	0.000	0.000	2.087	0.000	0.000	0.000
