Cluster	Contigs	Num_contigs	COG0016	COG0048	COG0049	COG0051	COG0052	COG0060	COG0072	COG0080	COG0081	COG0087	COG0088	COG0089	COG0090	COG0091	COG0092	COG0093	COG0094	COG0096	COG0097	COG0100	COG0102	COG0103	COG0130	COG0184	COG0185	COG0186	COG0197	COG0198	COG0200	COG0201	COG0244	COG0256	COG0504	COG0532	COG0541	COG0552
0	k141_10100.concoct_part_0|k141_10488.concoct_part_0|k141_10493.concoct_part_0|k141_10533.concoct_part_0|k141_10842.concoct_part_0|k141_10900.concoct_part_0|k141_10931.concoct_part_0|k141_10991.concoct_part_0|k141_11213.concoct_part_0|k141_11277.concoct_part_0|k141_11637.concoct_part_0|k141_11659.concoct_part_0|k141_11739.concoct_part_0|k141_11879.concoct_part_0|k141_11892.concoct_part_0|k141_11895.concoct_part_0|k141_11939.concoct_part_0|k141_121.concoct_part_0|k141_12172.concoct_part_0|k141_12320.concoct_part_0|k141_12334.concoct_part_0|k141_1262.concoct_part_0|k141_12625.concoct_part_0|k141_12987.concoct_part_0|k141_13282.concoct_part_0|k141_13393.concoct_part_0|k141_13545.concoct_part_0|k141_13789.concoct_part_0|k141_14005.concoct_part_0|k141_14282.concoct_part_0|k141_14334.concoct_part_0|k141_14389.concoct_part_0|k141_14654.concoct_part_0|k141_14814.concoct_part_0|k141_1482.concoct_part_0|k141_15145.concoct_part_0|k141_15275.concoct_part_0|k141_15410.concoct_part_0|k141_15470.concoct_part_0|k141_15480.concoct_part_0|k141_15707.concoct_part_0|k141_15836.concoct_part_0|k141_16021.concoct_part_0|k141_16039.concoct_part_0|k141_16272.concoct_part_0|k141_16287.concoct_part_0|k141_16705.concoct_part_0|k141_16730.concoct_part_0|k141_16793.concoct_part_0|k141_16934.concoct_part_0|k141_16987.concoct_part_0|k141_17343.concoct_part_0|k141_17413.concoct_part_0|k141_17446.concoct_part_0|k141_17696.concoct_part_0|k141_17729.concoct_part_0|k141_17790.concoct_part_0|k141_17799.concoct_part_0|k141_18194.concoct_part_0|k141_18316.concoct_part_0|k141_18387.concoct_part_0|k141_18481.concoct_part_0|k141_18760.concoct_part_0|k141_18781.concoct_part_0|k141_18811.concoct_part_0|k141_18924.concoct_part_0|k141_1914.concoct_part_0|k141_19225.concoct_part_0|k141_19239.concoct_part_0|k141_19261.concoct_part_0|k141_19283.concoct_part_0|k141_19416.concoct_part_0|k141_19438.concoct_part_0|k141_19471.concoct_part_0|k141_19586.concoct_part_0|k141_20011.concoct_part_0|k141_20066.concoct_part_0|k141_20137.concoct_part_0|k141_20253.concoct_part_0|k141_20359.concoct_part_0|k141_20949.concoct_part_0|k141_21207.concoct_part_0|k141_21226.concoct_part_0|k141_21297.concoct_part_0|k141_21328.concoct_part_0|k141_21414.concoct_part_0|k141_21530.concoct_part_0|k141_21612.concoct_part_0|k141_21659.concoct_part_0|k141_21800.concoct_part_0|k141_21823.concoct_part_0|k141_21855.concoct_part_0|k141_22020.concoct_part_0|k141_22377.concoct_part_0|k141_22409.concoct_part_0|k141_22424.concoct_part_0|k141_22917.concoct_part_0|k141_22951.concoct_part_0|k141_23150.concoct_part_0|k141_23357.concoct_part_0|k141_23645.concoct_part_0|k141_23753.concoct_part_0|k141_23801.concoct_part_0|k141_24005.concoct_part_0|k141_24254.concoct_part_0|k141_24309.concoct_part_0|k141_24409.concoct_part_0|k141_24471.concoct_part_0|k141_25030.concoct_part_0|k141_25479.concoct_part_0|k141_25754.concoct_part_0|k141_2658.concoct_part_0|k141_26793.concoct_part_0|k141_26802.concoct_part_0|k141_26857.concoct_part_0|k141_27016.concoct_part_0|k141_27799.concoct_part_0|k141_27800.concoct_part_0|k141_28240.concoct_part_0|k141_28299.concoct_part_0|k141_28370.concoct_part_0|k141_28709.concoct_part_0|k141_2911.concoct_part_0|k141_29228.concoct_part_0|k141_29329.concoct_part_0|k141_29776.concoct_part_0|k141_29855.concoct_part_0|k141_29857.concoct_part_0|k141_29952.concoct_part_0|k141_30079.concoct_part_0|k141_30188.concoct_part_0|k141_30558.concoct_part_0|k141_30764.concoct_part_0|k141_30794.concoct_part_0|k141_30889.concoct_part_0|k141_3092.concoct_part_0|k141_31163.concoct_part_0|k141_31256.concoct_part_0|k141_31447.concoct_part_0|k141_31495.concoct_part_0|k141_31734.concoct_part_0|k141_32102.concoct_part_0|k141_32355.concoct_part_0|k141_32433.concoct_part_0|k141_32729.concoct_part_0|k141_3273.concoct_part_0|k141_32769.concoct_part_0|k141_32946.concoct_part_0|k141_32995.concoct_part_0|k141_33224.concoct_part_0|k141_3341.concoct_part_0|k141_33513.concoct_part_0|k141_33837.concoct_part_0|k141_34031.concoct_part_0|k141_34064.concoct_part_0|k141_3456.concoct_part_0|k141_34707.concoct_part_0|k141_34745.concoct_part_0|k141_34830.concoct_part_0|k141_3492.concoct_part_0|k141_3508.concoct_part_0|k141_35186.concoct_part_0|k141_35205.concoct_part_0|k141_35330.concoct_part_0|k141_36078.concoct_part_0|k141_36242.concoct_part_0|k141_36510.concoct_part_0|k141_36546.concoct_part_0|k141_36714.concoct_part_0|k141_3679.concoct_part_0|k141_3680.concoct_part_0|k141_37016.concoct_part_0|k141_37116.concoct_part_0|k141_37584.concoct_part_0|k141_37791.concoct_part_0|k141_3822.concoct_part_0|k141_38244.concoct_part_0|k141_38445.concoct_part_0|k141_38503.concoct_part_0|k141_38566.concoct_part_0|k141_3936.concoct_part_0|k141_39765.concoct_part_0|k141_39869.concoct_part_0|k141_40028.concoct_part_0|k141_40547.concoct_part_0|k141_40610.concoct_part_0|k141_412.concoct_part_0|k141_41293.concoct_part_0|k141_41320.concoct_part_0|k141_41361.concoct_part_0|k141_41465.concoct_part_0|k141_41881.concoct_part_0|k141_42060.concoct_part_0|k141_42072.concoct_part_0|k141_42336.concoct_part_0|k141_42400.concoct_part_0|k141_42520.concoct_part_0|k141_4266.concoct_part_0|k141_42813.concoct_part_0|k141_42846.concoct_part_0|k141_42909.concoct_part_0|k141_42945.concoct_part_0|k141_43162.concoct_part_0|k141_43793.concoct_part_0|k141_43873.concoct_part_0|k141_43911.concoct_part_0|k141_44162.concoct_part_0|k141_44422.concoct_part_0|k141_44550.concoct_part_0|k141_44620.concoct_part_0|k141_44773.concoct_part_0|k141_44818.concoct_part_0|k141_44849.concoct_part_0|k141_44901.concoct_part_0|k141_45056.concoct_part_0|k141_45075.concoct_part_0|k141_45274.concoct_part_0|k141_45411.concoct_part_0|k141_45567.concoct_part_0|k141_45661.concoct_part_0|k141_45686.concoct_part_0|k141_46152.concoct_part_0|k141_46352.concoct_part_0|k141_46637.concoct_part_0|k141_46743.concoct_part_0|k141_46826.concoct_part_0|k141_4687.concoct_part_0|k141_47120.concoct_part_0|k141_47235.concoct_part_0|k141_47596.concoct_part_0|k141_4767.concoct_part_0|k141_47695.concoct_part_0|k141_47778.concoct_part_0|k141_47846.concoct_part_0|k141_47982.concoct_part_0|k141_48030.concoct_part_0|k141_48560.concoct_part_0|k141_48988.concoct_part_0|k141_49539.concoct_part_0|k141_49756.concoct_part_0|k141_50028.concoct_part_0|k141_50081.concoct_part_0|k141_50264.concoct_part_0|k141_50341.concoct_part_0|k141_50355.concoct_part_0|k141_5047.concoct_part_0|k141_50612.concoct_part_0|k141_50705.concoct_part_0|k141_50818.concoct_part_0|k141_50890.concoct_part_0|k141_51003.concoct_part_0|k141_51032.concoct_part_0|k141_51201.concoct_part_0|k141_51258.concoct_part_0|k141_51427.concoct_part_0|k141_51577.concoct_part_0|k141_51629.concoct_part_0|k141_51747.concoct_part_0|k141_5181.concoct_part_0|k141_51820.concoct_part_0|k141_52034.concoct_part_0|k141_5231.concoct_part_0|k141_5274.concoct_part_0|k141_5286.concoct_part_0|k141_5841.concoct_part_0|k141_5909.concoct_part_0|k141_5918.concoct_part_0|k141_6201.concoct_part_0|k141_6203.concoct_part_0|k141_6331.concoct_part_0|k141_6413.concoct_part_0|k141_6781.concoct_part_0|k141_6982.concoct_part_0|k141_7008.concoct_part_0|k141_701.concoct_part_0|k141_7065.concoct_part_0|k141_7086.concoct_part_0|k141_7185.concoct_part_0|k141_7472.concoct_part_0|k141_7757.concoct_part_0|k141_7886.concoct_part_0|k141_802.concoct_part_0|k141_8308.concoct_part_0|k141_8532.concoct_part_0|k141_8562.concoct_part_0|k141_8736.concoct_part_0|k141_8786.concoct_part_0|k141_9294.concoct_part_0|k141_9432.concoct_part_0|k141_9797.concoct_part_0|k141_9918.concoct_part_0	291	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	1	0	1	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0
1	k141_19205.concoct_part_0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
